Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
30190,widget b,TOYS,Warehouse 2,Aisle 5,258,22.15,Supplier B,Low Stock,05-03-2023
30191,gadget x,FURNITURE,Warehouse 2,Aisle 5,two hundred,,Supplier B,Out of Stock,15-01-2023
30192,widget c,FURNITURE,Warehouse 2,Aisle 4,84,,Supplier C,Out of Stock,25-04-2023
30193,gadget x,ELECTRONICS,Warehouse 2,Aisle 5,278,12.1,Supplier C,Out of Stock,
30194,gadget y,CLOTHING,Warehouse 2,Aisle 2,,44.26,Supplier B,Low Stock,05-03-2023
30195,gadget z,ELECTRONICS,Warehouse 2,Aisle 1,178,43.02,Supplier D,Out of Stock,05-03-2023
30196,widget c,ELECTRONICS,Warehouse 1,Aisle 2,68,10.76,Supplier B,Out of Stock,25-04-2023
30197,widget c,TOYS,Warehouse 3,Aisle 1,two hundred,,Supplier B,In Stock,05-03-2023
30198,gadget z,CLOTHING,Warehouse 2,Aisle 1,two hundred,,Supplier B,Low Stock,05-03-2023
30199,widget b,FURNITURE,Warehouse 3,Aisle 2,149,,Supplier D,In Stock,05-03-2023
30200,widget b,TOYS,Warehouse 1,Aisle 3,101,,Supplier C,Out of Stock,15-01-2023
30201,widget b,TOYS,Warehouse 1,Aisle 2,two hundred,,Supplier D,In Stock,05-03-2023
30202,widget b,ELECTRONICS,Warehouse 1,Aisle 3,201,,Supplier B,Out of Stock,
30203,gadget x,FURNITURE,Warehouse 2,Aisle 4,95,,Supplier D,Out of Stock,20-12-2022
30204,widget a,TOYS,Warehouse 2,Aisle 5,,32.7,Supplier D,Low Stock,
30205,widget c,ELECTRONICS,Warehouse 2,Aisle 1,236,38.46,Supplier D,In Stock,25-04-2023
30206,widget c,ELECTRONICS,Warehouse 2,Aisle 4,two hundred,37.94,Supplier C,Low Stock,20-12-2022
30207,widget b,CLOTHING,Warehouse 3,Aisle 1,,,Supplier C,In Stock,20-12-2022
30208,widget b,FURNITURE,Warehouse 2,Aisle 2,,,Supplier D,Out of Stock,20-12-2022
30209,widget b,CLOTHING,Warehouse 3,Aisle 3,,46.45,Supplier A,In Stock,15-01-2023
30210,widget c,ELECTRONICS,Warehouse 1,Aisle 3,,47.78,Supplier C,In Stock,20-12-2022
30211,widget b,CLOTHING,Warehouse 1,Aisle 2,,,Supplier C,Out of Stock,
30212,widget c,CLOTHING,Warehouse 1,Aisle 2,137,16.17,Supplier C,In Stock,20-12-2022
30213,widget c,FURNITURE,Warehouse 1,Aisle 2,,12.95,Supplier D,Out of Stock,20-12-2022
30214,gadget z,CLOTHING,Warehouse 3,Aisle 5,two hundred,11.5,Supplier C,Out of Stock,15-01-2023
30215,widget a,FURNITURE,Warehouse 3,Aisle 3,two hundred,28.48,Supplier C,In Stock,
30216,widget c,CLOTHING,Warehouse 2,Aisle 4,,,Supplier C,Low Stock,
30217,gadget y,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,35.72,Supplier B,Low Stock,05-03-2023
30218,gadget y,FURNITURE,Warehouse 3,Aisle 4,,,Supplier A,Low Stock,20-12-2022
30219,widget b,ELECTRONICS,Warehouse 2,Aisle 4,69,,Supplier A,In Stock,15-01-2023
30220,widget c,ELECTRONICS,Warehouse 3,Aisle 1,220,43.81,Supplier A,In Stock,20-12-2022
30221,widget c,TOYS,Warehouse 2,Aisle 3,two hundred,37.67,Supplier A,Out of Stock,
30222,gadget z,CLOTHING,Warehouse 3,Aisle 2,266,37.22,Supplier D,In Stock,25-04-2023
30223,widget c,CLOTHING,Warehouse 1,Aisle 2,two hundred,11.89,Supplier C,Out of Stock,
30224,gadget y,TOYS,Warehouse 3,Aisle 4,two hundred,,Supplier C,Low Stock,
30225,widget b,FURNITURE,Warehouse 1,Aisle 5,,,Supplier B,Low Stock,25-04-2023
30226,widget b,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,,Supplier B,In Stock,05-03-2023
30227,gadget z,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,38.1,Supplier A,Low Stock,05-03-2023
30228,gadget y,TOYS,Warehouse 3,Aisle 5,106,28.32,Supplier A,Low Stock,20-12-2022
30229,widget c,FURNITURE,Warehouse 1,Aisle 2,287,,Supplier B,Low Stock,25-04-2023
30230,gadget z,ELECTRONICS,Warehouse 2,Aisle 3,,,Supplier C,In Stock,25-04-2023
30231,gadget x,TOYS,Warehouse 2,Aisle 4,167,30.02,Supplier D,Out of Stock,25-04-2023
30232,gadget y,FURNITURE,Warehouse 1,Aisle 3,two hundred,,Supplier A,Low Stock,05-03-2023
30233,gadget x,ELECTRONICS,Warehouse 3,Aisle 3,91,30.39,Supplier C,Out of Stock,
30234,gadget x,CLOTHING,Warehouse 1,Aisle 4,two hundred,,Supplier C,In Stock,20-12-2022
30235,widget a,TOYS,Warehouse 1,Aisle 5,120,29.45,Supplier A,In Stock,05-03-2023
30236,widget b,FURNITURE,Warehouse 1,Aisle 4,two hundred,,Supplier B,In Stock,15-01-2023
30237,gadget y,TOYS,Warehouse 3,Aisle 3,174,,Supplier D,Low Stock,25-04-2023
30238,gadget x,ELECTRONICS,Warehouse 1,Aisle 2,171,48.63,Supplier C,Out of Stock,
30239,gadget y,CLOTHING,Warehouse 1,Aisle 4,,19.28,Supplier A,Low Stock,20-12-2022
30240,widget c,ELECTRONICS,Warehouse 3,Aisle 2,,25.77,Supplier B,In Stock,05-03-2023
30241,gadget z,CLOTHING,Warehouse 3,Aisle 4,two hundred,,Supplier A,In Stock,25-04-2023
30242,widget a,ELECTRONICS,Warehouse 3,Aisle 4,,,Supplier D,Out of Stock,15-01-2023
30243,gadget y,CLOTHING,Warehouse 1,Aisle 3,two hundred,26.77,Supplier A,Low Stock,
30244,gadget y,CLOTHING,Warehouse 1,Aisle 5,,20.47,Supplier D,Out of Stock,15-01-2023
30245,widget a,CLOTHING,Warehouse 1,Aisle 2,225,,Supplier B,Out of Stock,05-03-2023
30246,widget a,TOYS,Warehouse 1,Aisle 5,two hundred,,Supplier A,Out of Stock,05-03-2023
30247,widget b,ELECTRONICS,Warehouse 3,Aisle 2,two hundred,,Supplier A,In Stock,
30248,gadget x,FURNITURE,Warehouse 3,Aisle 4,,,Supplier D,Out of Stock,20-12-2022
30249,gadget y,ELECTRONICS,Warehouse 3,Aisle 1,,42.1,Supplier D,Out of Stock,
30250,widget a,FURNITURE,Warehouse 2,Aisle 3,76,42.51,Supplier D,Out of Stock,05-03-2023
30251,gadget x,FURNITURE,Warehouse 3,Aisle 4,two hundred,,Supplier A,Low Stock,25-04-2023
30252,widget b,ELECTRONICS,Warehouse 1,Aisle 3,two hundred,,Supplier C,Out of Stock,
30253,widget a,ELECTRONICS,Warehouse 2,Aisle 5,,18.27,Supplier C,Out of Stock,25-04-2023
30254,gadget y,ELECTRONICS,Warehouse 2,Aisle 3,,18.38,Supplier C,Out of Stock,05-03-2023
30255,widget a,TOYS,Warehouse 2,Aisle 5,258,,Supplier A,In Stock,20-12-2022
30256,gadget y,CLOTHING,Warehouse 1,Aisle 1,two hundred,21.72,Supplier D,Low Stock,05-03-2023
30257,gadget x,FURNITURE,Warehouse 2,Aisle 3,,48.43,Supplier D,In Stock,20-12-2022
30258,gadget x,TOYS,Warehouse 2,Aisle 1,,38.32,Supplier A,In Stock,
30259,widget a,FURNITURE,Warehouse 2,Aisle 3,129,,Supplier B,In Stock,20-12-2022
30260,gadget z,TOYS,Warehouse 2,Aisle 3,,21.74,Supplier B,In Stock,15-01-2023
30261,gadget y,TOYS,Warehouse 1,Aisle 2,,,Supplier A,Out of Stock,
30262,widget a,ELECTRONICS,Warehouse 1,Aisle 5,154,,Supplier A,In Stock,20-12-2022
30263,widget c,ELECTRONICS,Warehouse 1,Aisle 2,two hundred,,Supplier C,In Stock,15-01-2023
30264,widget a,CLOTHING,Warehouse 2,Aisle 4,,,Supplier C,Low Stock,25-04-2023
30265,gadget x,ELECTRONICS,Warehouse 1,Aisle 5,196,38.44,Supplier D,Out of Stock,
30266,gadget x,TOYS,Warehouse 2,Aisle 4,two hundred,28.66,Supplier C,Low Stock,20-12-2022
30267,widget b,CLOTHING,Warehouse 2,Aisle 5,137,32.74,Supplier D,In Stock,15-01-2023
30268,widget c,CLOTHING,Warehouse 2,Aisle 3,,,Supplier B,Out of Stock,
30269,widget c,CLOTHING,Warehouse 1,Aisle 1,,,Supplier C,In Stock,
30270,gadget y,FURNITURE,Warehouse 2,Aisle 3,,,Supplier B,Low Stock,
30271,gadget z,TOYS,Warehouse 3,Aisle 2,,,Supplier D,Out of Stock,15-01-2023
30272,gadget y,TOYS,Warehouse 3,Aisle 3,,,Supplier B,Out of Stock,05-03-2023
30273,widget b,ELECTRONICS,Warehouse 1,Aisle 3,210,,Supplier B,Low Stock,25-04-2023
30274,gadget z,TOYS,Warehouse 1,Aisle 5,163,42.15,Supplier C,Low Stock,25-04-2023
30275,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,118,33.51,Supplier C,Low Stock,05-03-2023
30276,gadget z,CLOTHING,Warehouse 2,Aisle 5,,26.91,Supplier C,Out of Stock,20-12-2022
30277,widget a,ELECTRONICS,Warehouse 3,Aisle 2,two hundred,39.95,Supplier C,Out of Stock,20-12-2022
30278,widget b,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier B,Low Stock,
30279,widget c,FURNITURE,Warehouse 3,Aisle 5,two hundred,,Supplier C,Low Stock,20-12-2022
30280,widget c,ELECTRONICS,Warehouse 1,Aisle 2,246,,Supplier A,Low Stock,
30281,widget c,FURNITURE,Warehouse 2,Aisle 1,two hundred,42.96,Supplier A,Out of Stock,
30282,gadget y,FURNITURE,Warehouse 1,Aisle 4,105,,Supplier A,In Stock,15-01-2023
30283,gadget y,TOYS,Warehouse 1,Aisle 4,,,Supplier C,In Stock,05-03-2023
30284,widget a,TOYS,Warehouse 1,Aisle 4,,,Supplier D,Out of Stock,25-04-2023
30285,widget c,FURNITURE,Warehouse 2,Aisle 5,,,Supplier B,Out of Stock,25-04-2023
30286,widget a,TOYS,Warehouse 1,Aisle 2,two hundred,,Supplier C,Out of Stock,
30287,widget c,FURNITURE,Warehouse 2,Aisle 2,139,,Supplier A,In Stock,
30288,widget c,ELECTRONICS,Warehouse 2,Aisle 3,,12.32,Supplier B,Out of Stock,
30289,gadget x,CLOTHING,Warehouse 3,Aisle 4,,,Supplier A,In Stock,05-03-2023
30290,widget a,TOYS,Warehouse 3,Aisle 4,153,42.38,Supplier C,Out of Stock,
30291,gadget z,FURNITURE,Warehouse 1,Aisle 1,,33.92,Supplier B,In Stock,05-03-2023
30292,gadget x,ELECTRONICS,Warehouse 3,Aisle 1,,,Supplier A,Low Stock,20-12-2022
30293,gadget z,TOYS,Warehouse 1,Aisle 4,55,13.2,Supplier B,Low Stock,05-03-2023
30294,gadget y,ELECTRONICS,Warehouse 1,Aisle 4,161,38.51,Supplier D,Low Stock,15-01-2023
30295,gadget z,CLOTHING,Warehouse 3,Aisle 1,80,21.58,Supplier A,Low Stock,05-03-2023
30296,gadget x,FURNITURE,Warehouse 2,Aisle 1,two hundred,,Supplier A,Out of Stock,20-12-2022
30297,widget b,CLOTHING,Warehouse 2,Aisle 4,,30.09,Supplier B,Out of Stock,20-12-2022
30298,gadget x,TOYS,Warehouse 2,Aisle 2,two hundred,13.35,Supplier D,Out of Stock,
30299,widget a,CLOTHING,Warehouse 1,Aisle 3,,15.62,Supplier A,Low Stock,
30300,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,184,,Supplier B,In Stock,
30301,widget a,TOYS,Warehouse 1,Aisle 4,,44.27,Supplier B,Low Stock,25-04-2023
30302,widget c,TOYS,Warehouse 2,Aisle 1,,,Supplier D,Low Stock,15-01-2023
30303,gadget z,TOYS,Warehouse 2,Aisle 3,,,Supplier D,Low Stock,20-12-2022
30304,gadget y,TOYS,Warehouse 1,Aisle 3,144,,Supplier D,In Stock,05-03-2023
30305,gadget y,ELECTRONICS,Warehouse 1,Aisle 5,,40.35,Supplier B,Out of Stock,
30306,gadget x,CLOTHING,Warehouse 3,Aisle 4,297,,Supplier B,Out of Stock,25-04-2023
30307,widget c,TOYS,Warehouse 3,Aisle 3,two hundred,,Supplier B,In Stock,05-03-2023
30308,widget b,TOYS,Warehouse 2,Aisle 3,259,,Supplier A,In Stock,25-04-2023
30309,gadget x,TOYS,Warehouse 3,Aisle 5,217,,Supplier D,Out of Stock,15-01-2023
30310,widget b,TOYS,Warehouse 3,Aisle 4,,31.34,Supplier C,Low Stock,20-12-2022
30311,gadget z,TOYS,Warehouse 2,Aisle 1,two hundred,,Supplier A,Low Stock,15-01-2023
30312,gadget x,TOYS,Warehouse 2,Aisle 3,240,33.11,Supplier A,Low Stock,25-04-2023
30313,widget b,CLOTHING,Warehouse 1,Aisle 4,178,19.69,Supplier B,Out of Stock,05-03-2023
30314,widget b,CLOTHING,Warehouse 3,Aisle 4,281,44.08,Supplier D,Out of Stock,
30315,gadget x,CLOTHING,Warehouse 3,Aisle 2,,30.19,Supplier C,In Stock,05-03-2023
30316,gadget y,CLOTHING,Warehouse 3,Aisle 3,two hundred,,Supplier D,Low Stock,20-12-2022
30317,widget c,TOYS,Warehouse 1,Aisle 1,two hundred,21.63,Supplier A,Low Stock,20-12-2022
30318,widget b,FURNITURE,Warehouse 3,Aisle 3,229,37.63,Supplier D,Out of Stock,
30319,gadget x,CLOTHING,Warehouse 2,Aisle 3,two hundred,13.67,Supplier D,In Stock,05-03-2023
30320,gadget z,FURNITURE,Warehouse 3,Aisle 1,,25.88,Supplier D,Out of Stock,05-03-2023
30321,gadget z,TOYS,Warehouse 3,Aisle 2,,,Supplier A,Low Stock,
30322,widget c,CLOTHING,Warehouse 3,Aisle 3,two hundred,28.76,Supplier C,Low Stock,20-12-2022
30323,widget b,FURNITURE,Warehouse 3,Aisle 3,two hundred,,Supplier C,Out of Stock,20-12-2022
30324,widget c,ELECTRONICS,Warehouse 1,Aisle 1,,,Supplier D,Low Stock,05-03-2023
30325,gadget y,ELECTRONICS,Warehouse 2,Aisle 2,160,41.56,Supplier C,Low Stock,20-12-2022
30326,widget a,TOYS,Warehouse 3,Aisle 1,two hundred,,Supplier A,In Stock,
30327,gadget x,CLOTHING,Warehouse 1,Aisle 2,two hundred,,Supplier D,In Stock,25-04-2023
30328,widget b,ELECTRONICS,Warehouse 1,Aisle 3,two hundred,24.28,Supplier C,Low Stock,25-04-2023
30329,gadget y,TOYS,Warehouse 3,Aisle 3,two hundred,36.16,Supplier C,Out of Stock,15-01-2023
30330,widget b,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier D,Out of Stock,05-03-2023
30331,gadget z,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,47.37,Supplier C,In Stock,05-03-2023
30332,widget b,FURNITURE,Warehouse 1,Aisle 2,two hundred,,Supplier A,In Stock,15-01-2023
30333,gadget x,CLOTHING,Warehouse 3,Aisle 4,172,10.14,Supplier B,Low Stock,15-01-2023
30334,gadget z,CLOTHING,Warehouse 1,Aisle 5,274,,Supplier D,In Stock,
30335,widget a,CLOTHING,Warehouse 1,Aisle 1,,,Supplier D,In Stock,25-04-2023
30336,widget c,FURNITURE,Warehouse 1,Aisle 3,two hundred,,Supplier B,In Stock,15-01-2023
30337,widget b,TOYS,Warehouse 1,Aisle 5,,48.75,Supplier D,In Stock,05-03-2023
30338,widget a,CLOTHING,Warehouse 1,Aisle 5,,,Supplier B,In Stock,25-04-2023
30339,widget b,CLOTHING,Warehouse 2,Aisle 2,two hundred,,Supplier B,In Stock,05-03-2023
30340,gadget x,FURNITURE,Warehouse 3,Aisle 3,,24.79,Supplier C,In Stock,25-04-2023
30341,gadget z,CLOTHING,Warehouse 3,Aisle 4,124,17.02,Supplier C,In Stock,
30342,widget c,FURNITURE,Warehouse 3,Aisle 1,150,17.06,Supplier D,In Stock,25-04-2023
30343,gadget x,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,30.25,Supplier B,In Stock,05-03-2023
30344,widget c,TOYS,Warehouse 2,Aisle 3,199,,Supplier D,Low Stock,
30345,gadget y,FURNITURE,Warehouse 2,Aisle 3,212,13.32,Supplier C,Low Stock,20-12-2022
30346,gadget x,TOYS,Warehouse 2,Aisle 4,94,,Supplier B,Out of Stock,25-04-2023
30347,gadget z,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,,Supplier C,Low Stock,20-12-2022
30348,gadget x,ELECTRONICS,Warehouse 2,Aisle 1,106,,Supplier D,Out of Stock,25-04-2023
30349,widget a,TOYS,Warehouse 1,Aisle 4,,26.58,Supplier A,In Stock,20-12-2022
30350,gadget x,ELECTRONICS,Warehouse 2,Aisle 3,,25.18,Supplier A,Low Stock,05-03-2023
30351,gadget z,ELECTRONICS,Warehouse 1,Aisle 3,two hundred,18.89,Supplier B,Low Stock,05-03-2023
30352,widget c,ELECTRONICS,Warehouse 2,Aisle 2,two hundred,,Supplier A,Out of Stock,25-04-2023
30353,widget a,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,12.28,Supplier D,Low Stock,
30354,gadget z,TOYS,Warehouse 3,Aisle 1,,31.37,Supplier A,Low Stock,20-12-2022
30355,widget c,TOYS,Warehouse 3,Aisle 3,two hundred,,Supplier D,Out of Stock,25-04-2023
30356,gadget z,TOYS,Warehouse 2,Aisle 2,,19.92,Supplier D,Low Stock,05-03-2023
30357,widget b,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,29.78,Supplier B,In Stock,05-03-2023
30358,gadget x,CLOTHING,Warehouse 2,Aisle 2,two hundred,,Supplier D,In Stock,25-04-2023
30359,widget a,CLOTHING,Warehouse 1,Aisle 1,179,19.33,Supplier C,In Stock,
30360,gadget z,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,32.37,Supplier D,Low Stock,05-03-2023
30361,gadget y,TOYS,Warehouse 1,Aisle 5,two hundred,43.05,Supplier B,In Stock,15-01-2023
30362,gadget y,TOYS,Warehouse 1,Aisle 5,,39.85,Supplier B,Low Stock,05-03-2023
30363,widget a,CLOTHING,Warehouse 2,Aisle 4,235,30.39,Supplier D,In Stock,25-04-2023
30364,gadget y,CLOTHING,Warehouse 3,Aisle 3,two hundred,,Supplier A,Out of Stock,05-03-2023
30365,widget b,CLOTHING,Warehouse 3,Aisle 1,,,Supplier B,Low Stock,25-04-2023
30366,gadget z,ELECTRONICS,Warehouse 3,Aisle 5,88,,Supplier D,Out of Stock,05-03-2023
30367,gadget y,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,12.46,Supplier A,In Stock,15-01-2023
30368,gadget y,FURNITURE,Warehouse 2,Aisle 1,,,Supplier C,Low Stock,20-12-2022
30369,gadget x,FURNITURE,Warehouse 1,Aisle 3,,,Supplier D,In Stock,05-03-2023
30370,gadget y,CLOTHING,Warehouse 1,Aisle 1,165,,Supplier A,Out of Stock,
30371,gadget z,ELECTRONICS,Warehouse 1,Aisle 1,191,,Supplier B,Low Stock,
30372,gadget y,TOYS,Warehouse 2,Aisle 5,two hundred,44.94,Supplier B,In Stock,25-04-2023
30373,gadget x,TOYS,Warehouse 3,Aisle 1,184,,Supplier D,Low Stock,25-04-2023
30374,gadget z,TOYS,Warehouse 2,Aisle 3,201,,Supplier D,Low Stock,05-03-2023
30375,gadget y,FURNITURE,Warehouse 1,Aisle 2,,,Supplier D,Out of Stock,15-01-2023
30376,gadget y,ELECTRONICS,Warehouse 3,Aisle 4,151,,Supplier B,Low Stock,15-01-2023
30377,widget a,CLOTHING,Warehouse 2,Aisle 4,,,Supplier D,In Stock,20-12-2022
30378,gadget z,ELECTRONICS,Warehouse 2,Aisle 2,,34.25,Supplier A,Out of Stock,15-01-2023
30379,widget c,CLOTHING,Warehouse 3,Aisle 5,two hundred,,Supplier C,Low Stock,
30380,gadget y,ELECTRONICS,Warehouse 3,Aisle 5,,44.29,Supplier B,Low Stock,25-04-2023
30381,widget a,ELECTRONICS,Warehouse 2,Aisle 3,,46.71,Supplier D,Low Stock,25-04-2023
30382,gadget z,ELECTRONICS,Warehouse 3,Aisle 2,,,Supplier A,Out of Stock,05-03-2023
30383,gadget x,CLOTHING,Warehouse 3,Aisle 2,,,Supplier A,In Stock,20-12-2022
30384,widget b,TOYS,Warehouse 3,Aisle 4,78,34.91,Supplier B,Low Stock,15-01-2023
30385,widget a,TOYS,Warehouse 1,Aisle 2,95,,Supplier B,Out of Stock,15-01-2023
30386,widget c,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,,Supplier B,Out of Stock,20-12-2022
30387,gadget x,FURNITURE,Warehouse 2,Aisle 3,,,Supplier A,Low Stock,15-01-2023
30388,widget b,TOYS,Warehouse 1,Aisle 4,88,,Supplier C,Out of Stock,25-04-2023
30389,widget a,TOYS,Warehouse 2,Aisle 2,,17.19,Supplier C,Low Stock,15-01-2023
30390,widget b,CLOTHING,Warehouse 2,Aisle 3,two hundred,,Supplier A,In Stock,15-01-2023
30391,gadget z,CLOTHING,Warehouse 3,Aisle 2,two hundred,,Supplier C,Low Stock,
30392,widget b,FURNITURE,Warehouse 2,Aisle 5,,39.64,Supplier A,Out of Stock,20-12-2022
30393,widget c,CLOTHING,Warehouse 2,Aisle 4,,,Supplier D,In Stock,
30394,widget a,TOYS,Warehouse 1,Aisle 5,,,Supplier A,Low Stock,15-01-2023
30395,gadget z,CLOTHING,Warehouse 3,Aisle 1,,,Supplier D,In Stock,20-12-2022
30396,gadget x,FURNITURE,Warehouse 1,Aisle 1,,35.96,Supplier C,Low Stock,20-12-2022
30397,widget c,TOYS,Warehouse 2,Aisle 3,two hundred,,Supplier D,Low Stock,15-01-2023
30398,widget b,TOYS,Warehouse 3,Aisle 4,two hundred,,Supplier B,Out of Stock,20-12-2022
30399,widget c,ELECTRONICS,Warehouse 3,Aisle 5,,28.61,Supplier D,Low Stock,05-03-2023
30400,widget a,TOYS,Warehouse 3,Aisle 4,,40.48,Supplier A,In Stock,05-03-2023
30401,widget b,TOYS,Warehouse 2,Aisle 1,two hundred,,Supplier B,In Stock,25-04-2023
30402,widget c,TOYS,Warehouse 2,Aisle 2,two hundred,,Supplier B,Low Stock,
30403,gadget z,TOYS,Warehouse 2,Aisle 4,,19.91,Supplier D,In Stock,20-12-2022
30404,widget b,TOYS,Warehouse 1,Aisle 1,229,,Supplier B,Out of Stock,
30405,gadget z,TOYS,Warehouse 2,Aisle 2,two hundred,38.65,Supplier A,Low Stock,20-12-2022
30406,widget c,TOYS,Warehouse 3,Aisle 2,164,26.76,Supplier D,Out of Stock,20-12-2022
30407,gadget x,TOYS,Warehouse 2,Aisle 1,,,Supplier A,Out of Stock,15-01-2023
30408,widget a,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,13.43,Supplier A,Low Stock,15-01-2023
30409,gadget z,FURNITURE,Warehouse 1,Aisle 3,two hundred,28.08,Supplier A,Low Stock,20-12-2022
30410,widget a,FURNITURE,Warehouse 3,Aisle 2,57,,Supplier C,In Stock,20-12-2022
30411,gadget y,TOYS,Warehouse 1,Aisle 4,,,Supplier D,Low Stock,25-04-2023
30412,gadget z,TOYS,Warehouse 2,Aisle 3,234,,Supplier B,In Stock,20-12-2022
30413,gadget x,TOYS,Warehouse 1,Aisle 1,,40.28,Supplier D,Low Stock,25-04-2023
30414,widget b,ELECTRONICS,Warehouse 3,Aisle 5,,27.28,Supplier D,Out of Stock,05-03-2023
30415,gadget y,ELECTRONICS,Warehouse 2,Aisle 3,299,,Supplier B,In Stock,25-04-2023
30416,widget a,FURNITURE,Warehouse 1,Aisle 5,,12.74,Supplier A,Out of Stock,15-01-2023
30417,gadget y,CLOTHING,Warehouse 1,Aisle 4,two hundred,33.27,Supplier C,Out of Stock,05-03-2023
30418,widget a,FURNITURE,Warehouse 2,Aisle 3,two hundred,,Supplier C,Low Stock,05-03-2023
30419,widget b,TOYS,Warehouse 3,Aisle 2,,,Supplier B,Out of Stock,
30420,widget c,CLOTHING,Warehouse 3,Aisle 3,,14.65,Supplier D,Low Stock,20-12-2022
30421,widget b,FURNITURE,Warehouse 3,Aisle 3,,40.63,Supplier A,In Stock,15-01-2023
30422,gadget z,CLOTHING,Warehouse 1,Aisle 1,two hundred,32.35,Supplier D,In Stock,20-12-2022
30423,widget a,CLOTHING,Warehouse 1,Aisle 3,,33.1,Supplier B,Low Stock,20-12-2022
30424,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,,,Supplier B,In Stock,25-04-2023
30425,gadget z,CLOTHING,Warehouse 2,Aisle 1,two hundred,34.85,Supplier D,Out of Stock,25-04-2023
30426,widget b,FURNITURE,Warehouse 2,Aisle 3,two hundred,,Supplier D,Out of Stock,15-01-2023
30427,widget c,TOYS,Warehouse 3,Aisle 5,192,14.99,Supplier D,Out of Stock,20-12-2022
30428,widget b,CLOTHING,Warehouse 3,Aisle 2,,34.61,Supplier C,Out of Stock,25-04-2023
30429,widget b,CLOTHING,Warehouse 1,Aisle 2,,28.74,Supplier C,Low Stock,25-04-2023
30430,widget c,CLOTHING,Warehouse 2,Aisle 3,,,Supplier C,In Stock,25-04-2023
30431,widget b,ELECTRONICS,Warehouse 1,Aisle 1,144,,Supplier A,Low Stock,05-03-2023
30432,gadget x,CLOTHING,Warehouse 3,Aisle 5,two hundred,,Supplier B,Out of Stock,25-04-2023
30433,gadget y,FURNITURE,Warehouse 2,Aisle 3,two hundred,43.62,Supplier C,In Stock,20-12-2022
30434,gadget y,ELECTRONICS,Warehouse 3,Aisle 2,271,,Supplier A,Low Stock,25-04-2023
30435,gadget z,FURNITURE,Warehouse 1,Aisle 1,,,Supplier D,Out of Stock,20-12-2022
30436,widget a,TOYS,Warehouse 3,Aisle 4,,32.32,Supplier A,Out of Stock,05-03-2023
30437,widget b,ELECTRONICS,Warehouse 2,Aisle 2,,,Supplier C,Low Stock,05-03-2023
30438,widget a,TOYS,Warehouse 1,Aisle 5,,,Supplier A,Low Stock,20-12-2022
30439,gadget x,ELECTRONICS,Warehouse 1,Aisle 2,two hundred,10.9,Supplier C,In Stock,20-12-2022
30440,gadget x,TOYS,Warehouse 1,Aisle 3,176,,Supplier C,Low Stock,25-04-2023
30441,gadget y,FURNITURE,Warehouse 2,Aisle 1,89,30.6,Supplier A,Low Stock,20-12-2022
30442,gadget z,FURNITURE,Warehouse 2,Aisle 5,,,Supplier D,Low Stock,25-04-2023
30443,gadget y,TOYS,Warehouse 2,Aisle 4,,47.95,Supplier C,In Stock,25-04-2023
30444,widget c,TOYS,Warehouse 3,Aisle 5,,,Supplier A,Out of Stock,05-03-2023
30445,widget a,ELECTRONICS,Warehouse 3,Aisle 5,,37.53,Supplier A,Low Stock,
30446,widget b,ELECTRONICS,Warehouse 1,Aisle 2,165,,Supplier A,Out of Stock,05-03-2023
30447,widget b,CLOTHING,Warehouse 3,Aisle 5,87,41.76,Supplier A,In Stock,05-03-2023
30448,gadget z,ELECTRONICS,Warehouse 1,Aisle 2,151,11.89,Supplier A,In Stock,15-01-2023
30449,widget b,ELECTRONICS,Warehouse 1,Aisle 2,,22.47,Supplier A,In Stock,15-01-2023
30450,widget a,FURNITURE,Warehouse 3,Aisle 2,75,,Supplier A,Out of Stock,15-01-2023
30451,gadget y,CLOTHING,Warehouse 1,Aisle 3,two hundred,10.04,Supplier A,Out of Stock,20-12-2022
30452,widget a,FURNITURE,Warehouse 2,Aisle 5,,10.07,Supplier B,In Stock,25-04-2023
30453,widget b,CLOTHING,Warehouse 2,Aisle 3,116,,Supplier C,In Stock,
30454,gadget x,ELECTRONICS,Warehouse 2,Aisle 4,202,,Supplier C,In Stock,25-04-2023
30455,gadget z,CLOTHING,Warehouse 1,Aisle 4,224,,Supplier C,Low Stock,
30456,widget b,ELECTRONICS,Warehouse 3,Aisle 3,267,27.25,Supplier C,Out of Stock,25-04-2023
