product_id,product_name,category,warehouse,location,quantity,price,supplier,status,last_restocked
32330,Widget C,ELECTRONICS,Warehouse 3,Aisle 5,200,42.77,Supplier B,Out Of Stock,2022-12-20
32331,Widget A,ELECTRONICS,Warehouse 1,Aisle 4,200,30.28,Supplier C,In Stock,2023-03-05
32332,Gadget Z,TOYS,Warehouse 1,Aisle 3,0,13.87,Supplier D,Low Stock,2022-12-20
32333,Widget C,TOYS,Warehouse 3,Aisle 5,0,10.08,Supplier A,In Stock,2022-12-20
32334,Gadget X,FURNITURE,Warehouse 2,Aisle 5,252,0,Supplier D,In Stock,2023-03-05
32335,Widget A,CLOTHING,Warehouse 2,Aisle 2,200,0,Supplier A,Out Of Stock,2023-01-15
32336,Widget A,FURNITURE,Warehouse 2,Aisle 3,200,35.06,Supplier B,Low Stock,2022-12-20
32337,Gadget Y,CLOTHING,Warehouse 2,Aisle 2,202,0,Supplier D,Low Stock,2023-03-05
32338,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 4,0,42.29,Supplier A,Low Stock,2023-04-25
32339,Gadget Y,TOYS,Warehouse 1,Aisle 4,0,37.21,Supplier C,In Stock,2023-04-25
32340,Gadget Z,FURNITURE,Warehouse 2,Aisle 1,200,27.79,Supplier D,Low Stock,2023-03-05
32341,Gadget X,ELECTRONICS,Warehouse 1,Aisle 1,103,0,Supplier C,Low Stock,2023-04-25
32342,Gadget X,ELECTRONICS,Warehouse 2,Aisle 2,200,0,Supplier A,Low Stock,2023-03-05
32343,Gadget Y,FURNITURE,Warehouse 3,Aisle 2,213,0,Supplier C,In Stock,2023-03-05
32344,Widget A,TOYS,Warehouse 1,Aisle 3,133,0,Supplier B,Low Stock,2023-03-05
32345,Gadget Y,TOYS,Warehouse 1,Aisle 5,200,49.68,Supplier B,In Stock,2023-03-05
32346,Gadget X,TOYS,Warehouse 1,Aisle 3,0,20.58,Supplier C,Low Stock,2023-01-15
32347,Widget C,FURNITURE,Warehouse 1,Aisle 1,166,16.36,Supplier D,In Stock,2023-01-15
32348,Widget B,CLOTHING,Warehouse 3,Aisle 1,200,0,Supplier C,Low Stock,2023-04-25
32349,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 2,0,0,Supplier A,In Stock,2023-04-25
32350,Widget B,FURNITURE,Warehouse 2,Aisle 1,200,21.93,Supplier A,Low Stock,2022-12-20
32351,Gadget X,CLOTHING,Warehouse 1,Aisle 4,263,0,Supplier D,In Stock,2023-01-15
32352,Gadget Z,TOYS,Warehouse 2,Aisle 2,87,0,Supplier B,Out Of Stock,2023-01-15
32353,Gadget X,ELECTRONICS,Warehouse 2,Aisle 1,0,17.28,Supplier A,Out Of Stock,2022-12-20
32354,Gadget Z,TOYS,Warehouse 1,Aisle 3,0,12.81,Supplier A,Low Stock,2022-12-20
32355,Widget C,TOYS,Warehouse 2,Aisle 2,200,0,Supplier C,Out Of Stock,2023-01-15
32356,Gadget X,CLOTHING,Warehouse 1,Aisle 4,0,0,Supplier A,Out Of Stock,2022-12-20
32357,Gadget Y,FURNITURE,Warehouse 1,Aisle 2,200,13.24,Supplier A,Low Stock,2023-04-25
32358,Gadget Z,TOYS,Warehouse 2,Aisle 4,200,22.64,Supplier A,Low Stock,2023-04-25
32359,Widget C,TOYS,Warehouse 2,Aisle 4,0,0,Supplier C,In Stock,2022-12-20
32360,Gadget Z,TOYS,Warehouse 1,Aisle 3,0,0,Supplier B,Low Stock,2023-01-15
32361,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 1,200,25.61,Supplier B,In Stock,2023-04-25
32362,Gadget Z,FURNITURE,Warehouse 2,Aisle 1,0,41.13,Supplier A,In Stock,2022-12-20
32363,Gadget X,TOYS,Warehouse 1,Aisle 5,0,0,Supplier B,Low Stock,2023-04-25
32364,Widget B,TOYS,Warehouse 1,Aisle 2,0,0,Supplier C,In Stock,2022-12-20
32365,Widget B,CLOTHING,Warehouse 1,Aisle 3,199,17.24,Supplier D,Out Of Stock,2023-04-25
32366,Widget B,CLOTHING,Warehouse 1,Aisle 2,135,0,Supplier D,Low Stock,2023-04-25
32367,Gadget X,TOYS,Warehouse 3,Aisle 4,200,0,Supplier C,Low Stock,2023-01-15
32368,Widget B,TOYS,Warehouse 1,Aisle 3,0,0,Supplier A,Out Of Stock,2022-12-20
32369,Widget B,TOYS,Warehouse 1,Aisle 1,200,0,Supplier C,Out Of Stock,2023-01-15
32370,Widget A,CLOTHING,Warehouse 2,Aisle 3,0,46.29,Supplier C,Low Stock,2022-12-20
32371,Gadget X,FURNITURE,Warehouse 2,Aisle 1,0,0,Supplier B,Out Of Stock,2023-01-15
32372,Gadget X,CLOTHING,Warehouse 1,Aisle 4,200,0,Supplier C,Out Of Stock,2023-04-25
32373,Gadget Z,FURNITURE,Warehouse 2,Aisle 4,0,0,Supplier A,In Stock,2023-04-25
32374,Widget C,FURNITURE,Warehouse 2,Aisle 2,126,16.68,Supplier A,Out Of Stock,2023-04-25
32375,Widget A,FURNITURE,Warehouse 1,Aisle 2,184,0,Supplier A,In Stock,2022-12-20
32376,Widget C,CLOTHING,Warehouse 3,Aisle 2,200,40.62,Supplier D,In Stock,2022-12-20
32377,Widget A,TOYS,Warehouse 2,Aisle 3,0,31.03,Supplier A,In Stock,2023-04-25
32378,Gadget X,ELECTRONICS,Warehouse 1,Aisle 5,200,30.04,Supplier C,Low Stock,2023-04-25
32379,Widget C,CLOTHING,Warehouse 2,Aisle 5,0,27.26,Supplier D,Out Of Stock,2023-04-25
32380,Gadget X,FURNITURE,Warehouse 3,Aisle 1,200,0,Supplier C,In Stock,2022-12-20
32381,Widget A,TOYS,Warehouse 2,Aisle 3,200,0,Supplier B,Low Stock,2022-12-20
32382,Widget C,FURNITURE,Warehouse 3,Aisle 4,200,44.9,Supplier D,In Stock,2023-03-05
32383,Widget C,ELECTRONICS,Warehouse 3,Aisle 1,0,19.0,Supplier B,In Stock,2023-03-05
32384,Widget C,CLOTHING,Warehouse 2,Aisle 3,215,0,Supplier D,Low Stock,2023-01-15
32385,Widget A,FURNITURE,Warehouse 1,Aisle 2,180,0,Supplier D,In Stock,2023-04-25
32386,Gadget Y,CLOTHING,Warehouse 2,Aisle 1,200,0,Supplier A,Out Of Stock,2022-12-20
32387,Widget B,FURNITURE,Warehouse 2,Aisle 4,197,33.61,Supplier C,Low Stock,2023-01-15
32388,Gadget X,ELECTRONICS,Warehouse 2,Aisle 3,200,14.53,Supplier D,Low Stock,2023-04-25
32389,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 1,95,0,Supplier B,Low Stock,2023-03-05
32390,Widget B,FURNITURE,Warehouse 1,Aisle 4,125,0,Supplier D,In Stock,2023-04-25
32391,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 1,0,21.01,Supplier D,Low Stock,2023-04-25
32392,Widget B,FURNITURE,Warehouse 2,Aisle 1,200,0,Supplier B,Out Of Stock,2023-01-15
32393,Gadget X,FURNITURE,Warehouse 2,Aisle 4,200,0,Supplier A,Out Of Stock,2023-01-15
32394,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 3,0,0,Supplier D,Low Stock,2023-04-25
32395,Widget A,TOYS,Warehouse 2,Aisle 2,106,16.31,Supplier B,Low Stock,2023-03-05
32396,Gadget X,TOYS,Warehouse 1,Aisle 1,0,0,Supplier A,In Stock,2023-03-05
32397,Gadget X,FURNITURE,Warehouse 2,Aisle 3,0,0,Supplier A,Out Of Stock,2023-04-25
32398,Widget A,CLOTHING,Warehouse 2,Aisle 3,0,0,Supplier B,Low Stock,2023-03-05
32399,Widget B,FURNITURE,Warehouse 1,Aisle 3,200,0,Supplier C,In Stock,2023-01-15
32400,Gadget X,CLOTHING,Warehouse 1,Aisle 3,200,34.0,Supplier A,Low Stock,2023-04-25
32401,Widget B,CLOTHING,Warehouse 1,Aisle 4,165,0,Supplier A,Low Stock,2023-01-15
32402,Widget A,ELECTRONICS,Warehouse 3,Aisle 1,0,17.49,Supplier D,Out Of Stock,2022-12-20
32403,Gadget X,FURNITURE,Warehouse 1,Aisle 5,200,0,Supplier A,Out Of Stock,2023-03-05
32404,Widget B,CLOTHING,Warehouse 2,Aisle 4,180,0,Supplier D,In Stock,2023-01-15
32405,Widget A,TOYS,Warehouse 3,Aisle 1,200,18.88,Supplier D,Low Stock,2023-03-05
32406,Widget C,CLOTHING,Warehouse 3,Aisle 3,200,0,Supplier A,Out Of Stock,2023-04-25
32407,Widget B,FURNITURE,Warehouse 3,Aisle 2,250,0,Supplier B,In Stock,2023-01-15
32408,Gadget Z,TOYS,Warehouse 1,Aisle 1,0,0,Supplier B,Out Of Stock,2022-12-20
32409,Widget A,CLOTHING,Warehouse 1,Aisle 5,199,0,Supplier C,Out Of Stock,2022-12-20
32410,Gadget X,CLOTHING,Warehouse 1,Aisle 5,0,0,Supplier A,Out Of Stock,2023-04-25
32411,Widget C,CLOTHING,Warehouse 3,Aisle 4,118,0,Supplier C,In Stock,2023-04-25
32412,Widget B,ELECTRONICS,Warehouse 3,Aisle 3,200,0,Supplier B,Out Of Stock,2022-12-20
32413,Gadget Y,CLOTHING,Warehouse 1,Aisle 4,0,0,Supplier A,Out Of Stock,2023-04-25
32414,Widget A,CLOTHING,Warehouse 1,Aisle 4,156,0,Supplier B,In Stock,2023-04-25
32415,Gadget Y,TOYS,Warehouse 1,Aisle 3,200,30.34,Supplier C,In Stock,2022-12-20
32416,Widget B,TOYS,Warehouse 2,Aisle 3,171,27.36,Supplier C,Low Stock,2023-04-25
32417,Gadget Z,CLOTHING,Warehouse 1,Aisle 4,232,33.99,Supplier B,In Stock,2022-12-20
32418,Widget C,CLOTHING,Warehouse 1,Aisle 2,167,37.95,Supplier D,In Stock,2023-04-25
32419,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 1,0,22.59,Supplier D,Out Of Stock,2023-04-25
32420,Widget C,ELECTRONICS,Warehouse 1,Aisle 1,183,0,Supplier C,Low Stock,2022-12-20
32421,Widget A,FURNITURE,Warehouse 1,Aisle 5,200,0,Supplier A,Low Stock,2023-04-25
32422,Widget B,FURNITURE,Warehouse 2,Aisle 5,200,0,Supplier A,Low Stock,2023-04-25
32423,Widget A,FURNITURE,Warehouse 1,Aisle 4,0,14.32,Supplier A,Out Of Stock,2023-04-25
32424,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 1,200,13.89,Supplier D,In Stock,2022-12-20
32425,Widget C,ELECTRONICS,Warehouse 2,Aisle 3,0,42.87,Supplier B,Out Of Stock,2023-03-05
32426,Gadget X,TOYS,Warehouse 2,Aisle 3,0,0,Supplier C,Low Stock,2022-12-20
32427,Widget B,FURNITURE,Warehouse 3,Aisle 4,0,0,Supplier D,Low Stock,2023-04-25
32428,Widget C,ELECTRONICS,Warehouse 2,Aisle 4,0,0,Supplier B,In Stock,2023-04-25
32429,Gadget Y,FURNITURE,Warehouse 3,Aisle 4,160,0,Supplier C,Out Of Stock,2023-01-15
32430,Widget A,FURNITURE,Warehouse 1,Aisle 5,134,25.49,Supplier C,In Stock,2022-12-20
32431,Gadget Z,FURNITURE,Warehouse 3,Aisle 2,200,0,Supplier B,Out Of Stock,2023-04-25
32432,Widget A,TOYS,Warehouse 2,Aisle 2,200,25.23,Supplier C,Out Of Stock,2023-01-15
32433,Widget C,TOYS,Warehouse 1,Aisle 1,0,0,Supplier A,Low Stock,2023-04-25
32434,Widget A,ELECTRONICS,Warehouse 3,Aisle 2,299,0,Supplier D,Low Stock,2023-01-15
32435,Widget B,CLOTHING,Warehouse 3,Aisle 1,0,0,Supplier A,In Stock,2023-03-05
32436,Gadget Y,ELECTRONICS,Warehouse 3,Aisle 5,139,33.72,Supplier B,Low Stock,2023-03-05
32437,Gadget Y,TOYS,Warehouse 1,Aisle 5,125,0,Supplier C,Low Stock,2023-03-05
32438,Widget B,CLOTHING,Warehouse 2,Aisle 4,0,46.05,Supplier B,Out Of Stock,2023-01-15
32439,Gadget Y,TOYS,Warehouse 1,Aisle 3,0,39.07,Supplier A,Low Stock,2022-12-20
32440,Gadget X,TOYS,Warehouse 3,Aisle 1,285,36.76,Supplier D,Out Of Stock,2023-03-05
32441,Widget C,ELECTRONICS,Warehouse 2,Aisle 3,0,0,Supplier D,Out Of Stock,2023-04-25
32442,Widget B,FURNITURE,Warehouse 2,Aisle 3,0,33.02,Supplier B,Low Stock,2022-12-20
32443,Widget C,FURNITURE,Warehouse 2,Aisle 5,68,33.21,Supplier C,Low Stock,2023-04-25
32444,Widget C,ELECTRONICS,Warehouse 3,Aisle 1,0,0,Supplier A,In Stock,2023-03-05
32445,Widget B,ELECTRONICS,Warehouse 3,Aisle 3,200,0,Supplier C,Out Of Stock,2023-04-25
32446,Gadget Y,FURNITURE,Warehouse 3,Aisle 4,0,27.11,Supplier C,Out Of Stock,2023-04-25
32447,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 2,200,0,Supplier A,Out Of Stock,2022-12-20
32448,Gadget X,ELECTRONICS,Warehouse 2,Aisle 1,0,34.0,Supplier B,In Stock,2023-04-25
32449,Widget B,TOYS,Warehouse 3,Aisle 2,0,0,Supplier B,Low Stock,2023-03-05
32450,Gadget X,ELECTRONICS,Warehouse 1,Aisle 4,74,36.42,Supplier B,In Stock,2023-01-15
32451,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 3,200,13.02,Supplier B,Low Stock,2023-03-05
32452,Gadget Y,ELECTRONICS,Warehouse 3,Aisle 1,208,25.34,Supplier B,In Stock,2023-04-25
32453,Gadget X,TOYS,Warehouse 1,Aisle 2,200,39.02,Supplier C,In Stock,2023-03-05
32454,Widget C,TOYS,Warehouse 1,Aisle 4,180,0,Supplier D,Low Stock,2023-03-05
32455,Gadget X,TOYS,Warehouse 1,Aisle 3,153,46.83,Supplier A,Low Stock,2023-04-25
32456,Widget C,CLOTHING,Warehouse 2,Aisle 4,0,19.28,Supplier D,In Stock,2022-12-20
32457,Widget C,FURNITURE,Warehouse 2,Aisle 1,200,43.44,Supplier B,In Stock,2023-04-25
32458,Widget B,FURNITURE,Warehouse 2,Aisle 3,0,11.36,Supplier D,Out Of Stock,2023-04-25
32459,Gadget Z,TOYS,Warehouse 3,Aisle 4,0,10.88,Supplier A,In Stock,2023-03-05
32460,Widget C,ELECTRONICS,Warehouse 1,Aisle 4,200,0,Supplier A,In Stock,2023-03-05
32461,Widget C,ELECTRONICS,Warehouse 3,Aisle 1,200,19.51,Supplier B,Out Of Stock,2023-01-15
32462,Gadget Z,CLOTHING,Warehouse 3,Aisle 1,200,0,Supplier B,Low Stock,2023-04-25
32463,Widget B,FURNITURE,Warehouse 3,Aisle 3,0,11.71,Supplier A,Out Of Stock,2023-04-25
32464,Gadget X,ELECTRONICS,Warehouse 1,Aisle 2,200,0,Supplier B,In Stock,2023-01-15
32465,Widget B,FURNITURE,Warehouse 2,Aisle 5,0,34.23,Supplier C,Out Of Stock,2022-12-20
32466,Gadget Y,ELECTRONICS,Warehouse 1,Aisle 2,200,43.4,Supplier B,Low Stock,2023-04-25
32467,Widget B,TOYS,Warehouse 3,Aisle 5,0,24.28,Supplier D,In Stock,2023-04-25
32468,Widget C,ELECTRONICS,Warehouse 3,Aisle 4,170,0,Supplier C,In Stock,2023-03-05
32469,Gadget Z,CLOTHING,Warehouse 2,Aisle 4,200,33.72,Supplier D,Out Of Stock,2023-01-15
32470,Gadget Z,FURNITURE,Warehouse 2,Aisle 1,77,30.01,Supplier A,In Stock,2023-04-25
32471,Gadget Z,CLOTHING,Warehouse 1,Aisle 2,267,0,Supplier A,In Stock,2022-12-20
32472,Gadget X,FURNITURE,Warehouse 3,Aisle 5,151,14.79,Supplier D,Low Stock,2023-04-25
32473,Widget A,FURNITURE,Warehouse 3,Aisle 2,0,10.95,Supplier C,Low Stock,2023-04-25
32474,Widget A,CLOTHING,Warehouse 3,Aisle 3,200,42.92,Supplier C,In Stock,2022-12-20
32475,Gadget Z,CLOTHING,Warehouse 1,Aisle 4,0,27.3,Supplier A,Out Of Stock,2023-03-05
32476,Gadget X,ELECTRONICS,Warehouse 3,Aisle 1,163,25.71,Supplier C,Out Of Stock,2023-04-25
32477,Widget C,FURNITURE,Warehouse 3,Aisle 5,200,0,Supplier B,Low Stock,2023-01-15
32478,Widget B,ELECTRONICS,Warehouse 3,Aisle 5,0,0,Supplier D,In Stock,2023-01-15
32479,Gadget X,CLOTHING,Warehouse 1,Aisle 4,0,0,Supplier B,Low Stock,2023-03-05
32480,Widget A,TOYS,Warehouse 3,Aisle 3,289,0,Supplier D,Low Stock,2023-03-05
32481,Gadget Z,CLOTHING,Warehouse 3,Aisle 2,76,0,Supplier A,Low Stock,2023-04-25
32482,Gadget Z,FURNITURE,Warehouse 1,Aisle 3,0,24.25,Supplier A,Out Of Stock,2022-12-20
32483,Widget C,ELECTRONICS,Warehouse 2,Aisle 2,0,0,Supplier A,Low Stock,2023-04-25
32484,Gadget Z,FURNITURE,Warehouse 2,Aisle 4,200,0,Supplier D,In Stock,2023-04-25
32485,Widget C,ELECTRONICS,Warehouse 2,Aisle 1,0,26.29,Supplier A,In Stock,2023-03-05
32486,Widget A,TOYS,Warehouse 1,Aisle 1,200,0,Supplier D,Out Of Stock,2023-04-25
32487,Gadget Y,TOYS,Warehouse 1,Aisle 1,282,0,Supplier D,Low Stock,2023-01-15
32488,Widget B,TOYS,Warehouse 2,Aisle 5,0,40.62,Supplier D,Out Of Stock,2023-01-15
32489,Widget A,TOYS,Warehouse 2,Aisle 1,0,0,Supplier A,Low Stock,2023-01-15
32490,Widget C,ELECTRONICS,Warehouse 2,Aisle 1,0,0,Supplier C,In Stock,2023-04-25
32491,Gadget Z,FURNITURE,Warehouse 2,Aisle 5,200,0,Supplier A,In Stock,2023-01-15
32492,Gadget X,TOYS,Warehouse 1,Aisle 1,0,0,Supplier C,In Stock,2023-04-25
32493,Widget B,FURNITURE,Warehouse 1,Aisle 5,0,0,Supplier A,Out Of Stock,2023-03-05
32494,Gadget X,FURNITURE,Warehouse 1,Aisle 1,158,0,Supplier D,Out Of Stock,2023-04-25
32495,Widget C,CLOTHING,Warehouse 2,Aisle 5,0,38.41,Supplier C,Low Stock,2023-04-25
32496,Gadget X,ELECTRONICS,Warehouse 2,Aisle 3,0,30.18,Supplier B,Out Of Stock,2023-03-05
32497,Widget C,CLOTHING,Warehouse 1,Aisle 1,240,0,Supplier B,Out Of Stock,2023-04-25
32498,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 3,200,38.85,Supplier C,Low Stock,2023-04-25
32499,Gadget Y,TOYS,Warehouse 3,Aisle 2,0,27.58,Supplier D,Low Stock,2023-01-15
32500,Gadget Z,TOYS,Warehouse 2,Aisle 5,200,0,Supplier D,Low Stock,2023-01-15
32501,Gadget X,TOYS,Warehouse 2,Aisle 3,224,32.3,Supplier C,Out Of Stock,2023-03-05
32502,Widget A,CLOTHING,Warehouse 2,Aisle 2,200,0,Supplier B,In Stock,2023-01-15
32503,Gadget X,ELECTRONICS,Warehouse 3,Aisle 4,241,0,Supplier A,Low Stock,2023-01-15
32504,Gadget Z,CLOTHING,Warehouse 2,Aisle 1,131,34.16,Supplier B,Low Stock,2023-03-05
32505,Gadget X,CLOTHING,Warehouse 2,Aisle 1,200,0,Supplier D,Out Of Stock,2023-04-25
32506,Widget A,CLOTHING,Warehouse 3,Aisle 2,224,0,Supplier B,Low Stock,2023-03-05
32507,Widget A,TOYS,Warehouse 3,Aisle 5,200,26.16,Supplier B,Out Of Stock,2023-01-15
32508,Gadget Y,CLOTHING,Warehouse 2,Aisle 4,200,35.01,Supplier C,Low Stock,2023-04-25
32509,Gadget Z,CLOTHING,Warehouse 1,Aisle 2,255,0,Supplier C,Out Of Stock,2023-04-25
32510,Widget B,CLOTHING,Warehouse 2,Aisle 1,200,28.15,Supplier A,In Stock,2022-12-20
32511,Widget B,CLOTHING,Warehouse 1,Aisle 2,0,48.41,Supplier A,Low Stock,2023-04-25
32512,Widget C,CLOTHING,Warehouse 1,Aisle 3,0,0,Supplier A,Out Of Stock,2023-04-25
32513,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 5,0,0,Supplier C,Low Stock,2023-03-05
32514,Gadget X,FURNITURE,Warehouse 1,Aisle 5,0,0,Supplier B,Low Stock,2023-04-25
32515,Widget A,FURNITURE,Warehouse 2,Aisle 2,145,0,Supplier A,Out Of Stock,2023-03-05
32516,Widget B,ELECTRONICS,Warehouse 3,Aisle 1,200,0,Supplier A,Low Stock,2023-01-15
32517,Widget B,FURNITURE,Warehouse 2,Aisle 2,162,37.28,Supplier C,Out Of Stock,2023-04-25
32518,Widget A,CLOTHING,Warehouse 2,Aisle 1,200,43.68,Supplier D,In Stock,2023-04-25
32519,Widget B,FURNITURE,Warehouse 2,Aisle 2,192,25.71,Supplier A,Low Stock,2023-01-15
32520,Gadget X,TOYS,Warehouse 2,Aisle 3,0,0,Supplier B,In Stock,2023-03-05
32521,Gadget Y,CLOTHING,Warehouse 1,Aisle 3,173,0,Supplier D,In Stock,2023-04-25
32522,Widget A,FURNITURE,Warehouse 3,Aisle 4,0,0,Supplier C,Low Stock,2023-04-25
32523,Gadget Z,FURNITURE,Warehouse 2,Aisle 3,0,15.06,Supplier C,In Stock,2022-12-20
32524,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 1,298,44.72,Supplier B,In Stock,2022-12-20
32525,Gadget Y,CLOTHING,Warehouse 2,Aisle 5,200,0,Supplier D,In Stock,2023-01-15
32526,Widget C,CLOTHING,Warehouse 3,Aisle 5,200,23.83,Supplier B,In Stock,2023-03-05
32527,Widget B,FURNITURE,Warehouse 1,Aisle 5,184,14.06,Supplier D,Out Of Stock,2022-12-20
32528,Widget A,TOYS,Warehouse 3,Aisle 3,271,32.25,Supplier C,In Stock,2023-01-15
32529,Widget C,ELECTRONICS,Warehouse 3,Aisle 2,0,0,Supplier B,In Stock,2023-04-25
32530,Gadget X,FURNITURE,Warehouse 2,Aisle 1,159,27.88,Supplier D,Out Of Stock,2022-12-20
32531,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 2,200,0,Supplier A,In Stock,2023-04-25
32532,Widget A,TOYS,Warehouse 2,Aisle 1,200,0,Supplier D,Low Stock,2023-01-15
32533,Widget C,ELECTRONICS,Warehouse 2,Aisle 1,200,43.95,Supplier A,In Stock,2023-03-05
32534,Widget A,TOYS,Warehouse 1,Aisle 2,0,49.42,Supplier A,Out Of Stock,2023-01-15
32535,Gadget Y,TOYS,Warehouse 3,Aisle 2,200,18.25,Supplier A,Out Of Stock,2023-01-15
32536,Gadget Y,FURNITURE,Warehouse 1,Aisle 2,273,26.75,Supplier C,Out Of Stock,2023-03-05
32537,Widget C,CLOTHING,Warehouse 1,Aisle 3,242,0,Supplier C,Out Of Stock,2023-01-15
32538,Widget A,CLOTHING,Warehouse 3,Aisle 1,0,0,Supplier A,Low Stock,2022-12-20
32539,Gadget Y,FURNITURE,Warehouse 3,Aisle 3,220,18.36,Supplier B,Low Stock,2023-03-05
32540,Widget C,FURNITURE,Warehouse 3,Aisle 4,0,32.81,Supplier B,In Stock,2023-04-25
32541,Gadget Y,TOYS,Warehouse 2,Aisle 4,0,23.35,Supplier B,Out Of Stock,2023-04-25
32542,Gadget Y,CLOTHING,Warehouse 1,Aisle 3,0,0,Supplier D,Low Stock,2023-03-05
32543,Widget B,ELECTRONICS,Warehouse 3,Aisle 3,89,0,Supplier C,In Stock,2023-04-25
32544,Gadget Y,FURNITURE,Warehouse 3,Aisle 2,0,30.11,Supplier C,Out Of Stock,2023-03-05
32545,Widget A,TOYS,Warehouse 3,Aisle 4,0,37.22,Supplier A,In Stock,2023-03-05
32546,Gadget Y,ELECTRONICS,Warehouse 3,Aisle 5,79,31.17,Supplier C,In Stock,2023-04-25
32547,Widget C,CLOTHING,Warehouse 3,Aisle 3,0,25.54,Supplier D,Low Stock,2023-04-25
32548,Widget C,ELECTRONICS,Warehouse 3,Aisle 5,0,0,Supplier C,In Stock,2023-01-15
32549,Gadget Z,TOYS,Warehouse 3,Aisle 5,212,0,Supplier D,In Stock,2023-03-05
32550,Widget C,FURNITURE,Warehouse 2,Aisle 5,264,39.87,Supplier A,Out Of Stock,2023-01-15
32551,Widget B,TOYS,Warehouse 1,Aisle 5,270,0,Supplier D,Out Of Stock,2022-12-20
32552,Gadget X,ELECTRONICS,Warehouse 3,Aisle 3,200,11.93,Supplier A,Low Stock,2023-04-25
32553,Widget A,TOYS,Warehouse 1,Aisle 3,0,12.99,Supplier C,Low Stock,2023-01-15
32554,Gadget Z,ELECTRONICS,Warehouse 1,Aisle 4,293,30.96,Supplier A,Out Of Stock,2023-04-25
32555,Widget A,CLOTHING,Warehouse 3,Aisle 4,279,0,Supplier C,In Stock,2022-12-20
32556,Widget B,CLOTHING,Warehouse 3,Aisle 1,151,37.43,Supplier C,Out Of Stock,2023-04-25
32557,Widget B,TOYS,Warehouse 2,Aisle 5,0,47.63,Supplier D,In Stock,2023-04-25
32558,Widget C,ELECTRONICS,Warehouse 1,Aisle 2,292,18.2,Supplier C,Out Of Stock,2023-04-25
32559,Widget B,CLOTHING,Warehouse 3,Aisle 4,122,0,Supplier B,In Stock,2023-03-05
32560,Widget A,ELECTRONICS,Warehouse 3,Aisle 2,200,28.41,Supplier B,Low Stock,2022-12-20
32561,Gadget Z,FURNITURE,Warehouse 2,Aisle 4,0,26.01,Supplier D,Low Stock,2023-01-15
32562,Gadget X,ELECTRONICS,Warehouse 1,Aisle 4,297,33.36,Supplier B,Out Of Stock,2023-04-25
32563,Gadget Z,TOYS,Warehouse 2,Aisle 1,0,42.32,Supplier A,Low Stock,2023-01-15
32564,Gadget Y,FURNITURE,Warehouse 1,Aisle 3,127,38.69,Supplier C,In Stock,2023-04-25
32565,Gadget Z,TOYS,Warehouse 3,Aisle 1,112,10.63,Supplier D,In Stock,2023-03-05
32566,Gadget Z,TOYS,Warehouse 3,Aisle 5,200,42.53,Supplier D,In Stock,2023-03-05
32567,Gadget Y,ELECTRONICS,Warehouse 2,Aisle 3,0,0,Supplier A,Out Of Stock,2022-12-20
32568,Widget C,TOYS,Warehouse 2,Aisle 5,200,27.88,Supplier B,Low Stock,2023-01-15
32569,Widget B,CLOTHING,Warehouse 3,Aisle 1,58,40.72,Supplier C,In Stock,2023-04-25
32570,Gadget Y,TOYS,Warehouse 3,Aisle 1,200,46.66,Supplier B,Out Of Stock,2023-04-25
32571,Widget A,CLOTHING,Warehouse 1,Aisle 4,231,0,Supplier A,Low Stock,2022-12-20
32572,Gadget X,CLOTHING,Warehouse 2,Aisle 2,0,0,Supplier B,In Stock,2023-01-15
32573,Widget B,FURNITURE,Warehouse 1,Aisle 3,270,12.44,Supplier A,Low Stock,2022-12-20
32574,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 1,200,30.41,Supplier C,Low Stock,2022-12-20
32575,Widget A,TOYS,Warehouse 2,Aisle 4,200,0,Supplier C,Out Of Stock,2023-04-25
32576,Gadget Z,ELECTRONICS,Warehouse 2,Aisle 2,168,27.34,Supplier D,In Stock,2023-04-25
32577,Gadget Y,FURNITURE,Warehouse 3,Aisle 3,200,39.57,Supplier D,Low Stock,2023-04-25
32578,Widget C,TOYS,Warehouse 3,Aisle 1,200,0,Supplier B,Out Of Stock,2023-04-25
32579,Widget B,CLOTHING,Warehouse 2,Aisle 5,200,0,Supplier B,Out Of Stock,2023-01-15
32580,Widget B,ELECTRONICS,Warehouse 1,Aisle 1,236,0,Supplier C,In Stock,2023-04-25
32581,Widget C,ELECTRONICS,Warehouse 2,Aisle 3,200,0,Supplier A,Low Stock,2023-01-15
32582,Widget A,CLOTHING,Warehouse 3,Aisle 3,200,0,Supplier C,Out Of Stock,2023-04-25
